customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
7636-PEPNS,False,Female,False,True,True,58,One year,True,Mailed check,44.1,2413.05,True,No,DSL,No,No,No,No,No,No
7636-XUHWW,False,Male,False,False,False,2,Month-to-month,True,Credit card (automatic),19.9,33.7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7638-QVMVY,True,Female,False,False,False,7,Month-to-month,True,Electronic check,79.0,522.95,True,No,Fiber optic,No,No,No,No,Yes,No
7639-LIAYI,False,Male,False,False,False,52,Two year,True,Credit card (automatic),79.75,4217.8,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes
7639-OPLNG,False,Male,False,True,True,70,Two year,True,Bank transfer (automatic),79.25,5731.85,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
7639-SUPCW,True,Female,False,False,False,22,Month-to-month,True,Credit card (automatic),48.8,1054.6,True,No,DSL,Yes,No,No,No,No,No
7641-EUYET,True,Male,True,True,True,46,Month-to-month,True,Electronic check,100.7,4541.2,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
7641-TQFHN,False,Male,False,False,True,39,Two year,False,Mailed check,100.55,3895.35,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
7643-RCHXS,False,Female,False,True,True,63,Two year,False,Electronic check,19.35,1263.85,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7644-OMVMY,False,Male,False,True,True,0,Two year,False,Mailed check,19.85,,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7647-GYYKX,False,Female,False,True,True,54,Two year,True,Bank transfer (automatic),20.35,1092.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7649-PHJVR,False,Male,False,False,False,11,One year,False,Mailed check,19.5,226.8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7649-SIJJF,False,Male,False,True,False,71,Two year,True,Mailed check,80.1,5585.4,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
7654-YWJUF,False,Male,False,True,False,43,One year,True,Bank transfer (automatic),84.25,3539.25,True,No,Fiber optic,Yes,No,Yes,Yes,No,No
7657-DYEPJ,True,Male,True,False,False,38,One year,True,Credit card (automatic),70.15,2497.35,True,No,DSL,No,Yes,Yes,Yes,Yes,No
7658-UYUQS,False,Male,True,True,False,21,Month-to-month,False,Bank transfer (automatic),86.55,1857.25,True,No,Fiber optic,No,No,Yes,No,Yes,No
7660-HDPJV,True,Female,False,False,False,1,Month-to-month,True,Electronic check,69.2,69.2,True,No,Fiber optic,No,No,No,No,No,No
7661-CPURM,False,Male,False,False,False,19,One year,True,Credit card (automatic),87.7,1725.95,True,No,Fiber optic,No,No,No,Yes,No,Yes
7663-CUXZB,False,Male,False,True,False,59,Two year,False,Electronic check,113.75,6561.25,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7663-RGWBC,True,Male,False,False,False,1,Month-to-month,True,Mailed check,44.15,44.15,True,No,DSL,No,No,No,No,No,No
7663-YJHSN,False,Female,False,True,False,72,Two year,True,Bank transfer (automatic),103.95,7556.9,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
7663-ZTEGJ,False,Male,False,False,True,29,One year,False,Credit card (automatic),100.55,2830.45,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
7665-NKLAV,False,Female,False,True,True,36,Two year,False,Credit card (automatic),40.65,1547.35,False,No phone service,DSL,Yes,No,Yes,Yes,No,No
7665-TOALD,True,Female,False,False,False,1,Month-to-month,True,Electronic check,69.6,69.6,True,No,Fiber optic,No,No,No,No,No,No
7665-VIGUD,False,Male,False,False,False,10,One year,False,Mailed check,20.35,176.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7666-WKRON,True,Female,False,False,False,39,Two year,True,Electronic check,80.45,3201.55,True,No,Fiber optic,No,No,Yes,Yes,No,No
7668-XCFYV,False,Female,True,True,False,17,Month-to-month,True,Electronic check,92.55,1614.7,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
7669-LCRSD,False,Male,False,True,True,12,Month-to-month,True,Mailed check,56.3,628.65,True,No,DSL,No,No,No,No,Yes,No
7670-ZBPOQ,False,Female,False,True,False,58,One year,True,Bank transfer (automatic),61.05,3478.75,True,Yes,DSL,Yes,No,No,Yes,No,No
7672-VFMXZ,False,Male,False,True,False,57,Month-to-month,False,Electronic check,55.7,3171.6,True,No,DSL,Yes,No,No,Yes,No,No
7673-BQGKU,False,Female,False,True,True,69,Two year,False,Bank transfer (automatic),20.15,1337.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7673-LPRNY,False,Female,False,False,False,23,One year,True,Electronic check,78.55,1843.05,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes
7674-YTAFD,False,Female,False,False,False,33,One year,True,Bank transfer (automatic),79.95,2684.85,True,No,Fiber optic,No,Yes,No,Yes,No,No
7675-OZCZG,True,Female,True,False,False,3,Month-to-month,False,Electronic check,45.0,127.1,True,No,DSL,No,No,No,No,No,No
7677-SJJJK,False,Male,False,True,True,8,One year,False,Credit card (automatic),19.9,153.95,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7682-AZNDK,False,Male,False,True,True,34,Month-to-month,True,Electronic check,89.85,3091.75,True,No,Fiber optic,No,Yes,Yes,No,Yes,No
7683-CBDKJ,True,Male,False,True,True,14,Month-to-month,True,Electronic check,65.45,937.6,True,No,DSL,Yes,Yes,No,No,Yes,No
7684-XSZIY,False,Male,False,True,True,72,Two year,False,Bank transfer (automatic),24.3,1643.25,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7688-AWMDX,False,Male,False,True,False,71,Two year,False,Bank transfer (automatic),54.5,3778.2,True,No,DSL,Yes,No,No,Yes,No,No
7690-KPNCU,False,Male,False,True,True,64,One year,True,Credit card (automatic),73.05,4688.65,True,No,DSL,Yes,No,Yes,No,Yes,Yes
7691-KGKGP,False,Male,False,True,True,53,Month-to-month,False,Credit card (automatic),65.0,3363.8,True,No,DSL,No,Yes,No,Yes,Yes,No
7691-XVTZH,False,Female,False,True,False,68,Two year,True,Bank transfer (automatic),89.95,5974.3,True,Yes,Fiber optic,No,No,Yes,No,Yes,No
7693-LCKZL,True,Male,False,True,True,5,Month-to-month,True,Electronic check,80.15,385.0,True,Yes,Fiber optic,No,Yes,No,No,No,No
7693-QPEFS,False,Male,True,False,False,52,Month-to-month,True,Bank transfer (automatic),72.95,3829.75,True,Yes,Fiber optic,No,No,No,No,No,No
7694-VLBWQ,True,Male,False,True,False,67,One year,False,Electronic check,104.1,7040.85,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7695-PKLCZ,False,Female,False,False,False,68,Two year,False,Credit card (automatic),20.5,1424.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7696-AMHOD,False,Female,False,True,True,49,One year,False,Credit card (automatic),78.0,3824.2,True,No,DSL,No,Yes,Yes,No,Yes,Yes
7696-CFTAT,False,Male,False,True,True,37,Two year,False,Bank transfer (automatic),19.8,726.1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7698-YFGEZ,False,Male,False,False,False,1,Month-to-month,False,Mailed check,20.0,20.0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7703-ZEKEF,True,Male,False,False,False,23,Month-to-month,True,Electronic check,81.0,1917.1,True,Yes,Fiber optic,No,No,Yes,No,No,No
7706-DZNKK,False,Male,False,False,False,11,Month-to-month,True,Credit card (automatic),20.45,237.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7706-YLMQA,False,Female,False,False,False,70,One year,False,Bank transfer (automatic),19.7,1341.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7707-PYBBH,False,Male,False,False,False,40,Month-to-month,True,Mailed check,61.9,2647.1,True,No,DSL,Yes,Yes,No,Yes,No,No
7710-JSYOA,False,Female,False,True,True,69,Two year,True,Bank transfer (automatic),93.3,6398.05,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
7711-GQBZC,False,Female,False,True,True,71,Two year,False,Bank transfer (automatic),24.7,1810.55,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7711-YIJWC,False,Male,False,True,True,61,One year,False,Bank transfer (automatic),84.9,5264.5,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7714-YXSMB,False,Female,False,False,False,26,Month-to-month,True,Bank transfer (automatic),100.5,2599.95,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7716-YTYHG,True,Female,False,True,True,48,One year,True,Mailed check,82.05,4029.95,True,Yes,Fiber optic,No,No,No,No,No,Yes
7717-BICXI,False,Male,False,True,True,60,Two year,False,Mailed check,20.55,1205.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7718-RXDGG,False,Male,False,True,False,15,Month-to-month,True,Bank transfer (automatic),68.6,1108.6,True,No,Fiber optic,No,No,No,No,No,No
7718-UPSKJ,False,Female,False,True,False,69,One year,True,Credit card (automatic),106.4,7251.9,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7721-DVEKZ,False,Female,False,False,False,1,Month-to-month,False,Mailed check,19.65,19.65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7721-JXEAW,True,Male,False,True,False,59,Month-to-month,True,Bank transfer (automatic),41.05,2452.7,False,No phone service,DSL,No,Yes,No,No,No,Yes
7722-CVFXN,False,Male,False,True,True,54,One year,True,Electronic check,105.2,5637.85,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7722-VJRQD,False,Male,False,True,True,72,Two year,False,Bank transfer (automatic),60.95,4549.05,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
7727-SHVZV,False,Female,False,False,False,9,Month-to-month,False,Bank transfer (automatic),19.5,150.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7729-JTEEC,False,Male,False,True,True,2,Month-to-month,True,Electronic check,44.5,90.05,True,No,DSL,No,No,No,No,No,No
7729-XBTWX,False,Male,False,True,True,66,Two year,True,Mailed check,19.75,1344.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7730-CLDSV,False,Female,False,True,True,72,Two year,True,Bank transfer (automatic),98.65,7129.45,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
7730-IUTDZ,True,Male,False,False,False,43,Month-to-month,True,Electronic check,75.2,3198.6,True,No,Fiber optic,Yes,No,No,No,No,No
7733-UDMTP,False,Female,True,False,False,57,Month-to-month,True,Electronic check,55.0,3094.05,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
7734-DBOAI,True,Female,False,True,True,1,Month-to-month,False,Electronic check,40.1,40.1,False,No phone service,DSL,No,No,No,Yes,Yes,No
7739-LAXOG,True,Female,False,True,True,32,Month-to-month,True,Bank transfer (automatic),91.05,2954.5,True,Yes,Fiber optic,No,No,Yes,No,No,Yes
7740-BTPUX,False,Male,True,True,False,55,Two year,True,Electronic check,113.6,6292.7,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7740-KKCXF,False,Male,False,True,False,51,Month-to-month,True,Credit card (automatic),30.05,1529.45,False,No phone service,DSL,No,Yes,No,No,No,No
7742-MYPGI,False,Female,False,True,True,6,Month-to-month,True,Mailed check,48.8,297.35,True,No,DSL,No,No,No,Yes,No,No
7743-EXURX,True,Male,False,True,True,8,Month-to-month,True,Electronic check,51.05,415.05,True,No,DSL,No,No,Yes,No,No,No
7746-AWNQW,False,Female,False,False,False,28,Month-to-month,True,Mailed check,35.75,961.4,False,No phone service,DSL,No,No,Yes,Yes,No,No
7746-QYVCO,False,Male,False,True,True,16,One year,True,Mailed check,55.85,857.8,True,No,DSL,Yes,Yes,No,No,No,No
7748-UMTRK,False,Female,True,False,True,30,Month-to-month,True,Electronic check,101.3,2974.5,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
7750-EYXWZ,False,Female,False,False,False,12,One year,False,Electronic check,60.65,743.3,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
7752-XUSCI,True,Female,False,False,False,60,Month-to-month,True,Electronic check,105.9,6396.45,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7753-USQYQ,False,Male,False,False,False,55,One year,True,Electronic check,64.2,3627.3,True,No,DSL,No,Yes,No,Yes,No,Yes
7754-IXRMC,False,Female,False,False,False,1,Month-to-month,False,Mailed check,45.35,45.35,True,No,DSL,No,No,No,No,No,No
7758-UJWYS,False,Male,False,True,True,34,Two year,True,Electronic check,40.55,1325.85,False,No phone service,DSL,No,No,No,Yes,Yes,No
7758-XKCBS,True,Male,False,False,False,15,Month-to-month,True,Electronic check,29.7,438.25,False,No phone service,DSL,No,No,No,Yes,No,No
7760-OYPDY,True,Female,False,False,False,2,Month-to-month,True,Electronic check,80.65,144.15,True,No,Fiber optic,No,No,No,No,Yes,No
7762-ONLJY,False,Female,False,True,True,6,One year,False,Mailed check,19.7,94.45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7762-URZQH,True,Male,False,True,False,66,Two year,True,Credit card (automatic),106.05,6981.35,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7764-BDPEE,False,Male,False,False,True,3,Month-to-month,False,Mailed check,20.85,60.65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7765-LWVVH,False,Female,False,True,True,72,Two year,True,Electronic check,95.1,6843.15,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
7766-CLTIC,False,Female,False,False,False,10,Month-to-month,True,Mailed check,60.95,629.55,True,No,DSL,No,No,No,Yes,No,Yes
7767-UXAGJ,True,Male,False,False,False,1,Month-to-month,True,Electronic check,50.45,50.45,True,Yes,DSL,No,No,No,No,No,No
7771-CFQRQ,False,Female,False,True,True,47,Two year,False,Bank transfer (automatic),63.8,3007.25,True,No,DSL,No,Yes,No,Yes,No,Yes
7771-ZONAT,False,Male,False,False,False,22,Two year,False,Bank transfer (automatic),56.75,1304.85,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
7774-OJSXI,True,Male,False,False,False,31,One year,True,Electronic check,103.45,3066.45,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7776-QGYJC,False,Female,False,True,True,39,Month-to-month,True,Bank transfer (automatic),81.5,3107.3,True,No,Fiber optic,No,No,Yes,Yes,No,No
7776-QWNFX,True,Male,True,True,False,30,Month-to-month,True,Bank transfer (automatic),50.4,1527.5,True,No,DSL,No,Yes,No,No,No,No
7777-UNYHB,False,Female,False,True,True,12,Month-to-month,True,Credit card (automatic),20.1,232.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7779-LGOVN,True,Male,True,True,False,10,Month-to-month,True,Electronic check,86.65,856.65,True,Yes,Fiber optic,No,No,No,No,No,Yes
7779-ORAEL,False,Male,True,True,False,45,Two year,False,Credit card (automatic),75.15,3480.35,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes
7780-OTDSO,True,Male,False,True,False,18,Month-to-month,True,Electronic check,99.4,1742.95,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7781-EWARA,False,Male,False,True,True,70,One year,False,Electronic check,60.35,4138.7,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
7781-HVGMK,False,Female,False,True,True,72,Two year,True,Credit card (automatic),65.2,4784.45,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7783-YKGDV,True,Female,False,False,False,12,Month-to-month,True,Bank transfer (automatic),99.7,1238.45,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
7785-RDVIG,False,Female,False,True,True,3,Month-to-month,False,Mailed check,19.3,54.7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7786-WBJYI,True,Female,False,False,False,4,Month-to-month,False,Bank transfer (automatic),77.95,305.55,True,Yes,Fiber optic,No,Yes,No,No,No,No
7787-BNTZM,False,Male,False,False,False,6,Month-to-month,False,Bank transfer (automatic),20.15,130.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7789-CRUVC,False,Female,True,True,False,61,Month-to-month,True,Credit card (automatic),94.2,5895.45,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
7789-HKSBS,False,Female,True,True,False,42,One year,True,Bank transfer (automatic),105.2,4599.15,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7794-JASDG,False,Male,False,False,False,1,Month-to-month,True,Mailed check,50.75,50.75,True,No,DSL,Yes,No,No,No,No,No
7795-CFOCW,False,Male,False,False,False,45,One year,False,Bank transfer (automatic),42.3,1840.75,False,No phone service,DSL,Yes,No,Yes,Yes,No,No
7797-EJMDP,False,Female,False,False,False,8,Month-to-month,False,Bank transfer (automatic),66.05,574.5,True,No,DSL,Yes,No,No,Yes,No,Yes
7798-JVXYM,False,Female,False,False,False,14,Month-to-month,True,Electronic check,69.65,921.4,True,No,DSL,No,No,No,Yes,Yes,Yes
7799-DSEWS,False,Male,False,False,False,18,Month-to-month,True,Electronic check,68.35,1299.8,True,No,DSL,Yes,No,Yes,Yes,Yes,No
7799-LGRDP,False,Female,False,False,False,43,Two year,True,Credit card (automatic),25.7,1188.2,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7801-CEDNV,False,Male,False,True,False,27,One year,False,Credit card (automatic),48.7,1421.75,True,No,DSL,Yes,No,No,No,No,No
7801-KICAO,False,Female,False,False,False,18,Month-to-month,True,Electronic check,74.15,1345.75,True,Yes,Fiber optic,No,No,No,No,No,No
7802-EFKNY,True,Male,False,True,False,5,Month-to-month,True,Electronic check,24.95,100.4,False,No phone service,DSL,No,No,No,No,No,No
7803-XOCCZ,False,Female,False,True,True,52,Month-to-month,True,Bank transfer (automatic),84.05,4326.8,True,No,Fiber optic,Yes,No,Yes,Yes,No,No
7808-DVWEP,False,Male,False,True,False,3,Month-to-month,False,Bank transfer (automatic),20.0,49.65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7811-JIVPF,False,Female,False,False,False,23,Month-to-month,False,Credit card (automatic),49.7,1081.25,True,No,DSL,No,No,Yes,No,No,No
7812-FZHPE,True,Female,False,True,True,17,Month-to-month,False,Mailed check,24.1,409.9,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7813-TKCVO,False,Female,False,True,False,20,One year,False,Mailed check,20.35,393.15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7813-ZGGAW,False,Male,True,False,False,31,Month-to-month,True,Bank transfer (automatic),96.6,2877.95,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
7814-LEEVE,False,Female,False,True,False,1,Month-to-month,True,Bank transfer (automatic),20.3,20.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7815-PDTHL,False,Male,False,False,False,35,Two year,True,Mailed check,20.2,684.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7816-VGHTO,False,Female,False,True,True,6,Two year,False,Mailed check,40.55,217.5,False,No phone service,DSL,No,Yes,Yes,Yes,No,No
7817-BOQPW,True,Female,False,False,False,2,Month-to-month,True,Electronic check,75.55,166.3,True,Yes,Fiber optic,No,No,No,No,No,No
7817-OMJNA,False,Male,False,False,False,14,One year,False,Bank transfer (automatic),20.4,275.7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7820-ZYGNY,False,Male,False,False,False,63,One year,False,Credit card (automatic),90.45,5825.5,True,Yes,Fiber optic,No,Yes,No,No,No,Yes
7821-DPRQE,False,Male,False,True,False,68,Month-to-month,True,Electronic check,107.7,7320.9,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7823-JSOAG,False,Male,False,False,False,3,Month-to-month,False,Electronic check,74.5,217.45,True,Yes,Fiber optic,No,No,No,No,No,No
7824-PANSQ,False,Male,False,False,False,58,Month-to-month,False,Bank transfer (automatic),80.65,4807.35,True,Yes,Fiber optic,No,No,No,Yes,No,No
7825-ECJRF,True,Female,False,False,False,19,Month-to-month,True,Electronic check,106.6,1934.45,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
7825-GKXMW,True,Female,False,False,False,1,Month-to-month,False,Electronic check,45.8,45.8,True,No,DSL,No,No,No,No,No,No
7826-VVKWT,False,Female,True,True,True,24,Two year,True,Electronic check,96.55,2263.45,True,No,Fiber optic,No,No,Yes,No,Yes,Yes
7831-QGOXH,True,Female,False,False,False,18,Month-to-month,True,Electronic check,85.2,1553.9,True,Yes,Fiber optic,No,No,No,No,Yes,No
7833-PKIHD,False,Male,False,True,True,51,One year,True,Bank transfer (automatic),76.4,3966.3,True,No,DSL,Yes,No,No,Yes,Yes,Yes
7838-LAZFO,False,Male,False,True,False,45,One year,False,Bank transfer (automatic),78.8,3597.5,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes
7839-NUIAA,False,Female,False,True,True,61,Month-to-month,False,Electronic check,59.8,3641.5,True,Yes,DSL,Yes,Yes,No,No,No,No
7839-QRKXN,True,Female,False,False,False,1,Month-to-month,True,Mailed check,20.2,20.2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7841-FCRQD,False,Female,False,True,False,33,One year,True,Credit card (automatic),53.75,1857.3,True,No,DSL,No,Yes,No,Yes,No,No
7841-TZDMQ,True,Male,False,False,False,2,Month-to-month,True,Credit card (automatic),46.0,84.5,True,No,DSL,No,No,No,No,No,No
7845-URHJN,True,Female,False,True,False,8,Month-to-month,False,Bank transfer (automatic),20.15,156.25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7850-THJMU,False,Female,False,True,True,26,Two year,False,Credit card (automatic),19.65,494.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7850-VWJUU,False,Female,False,False,False,23,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,True,No,Fiber optic,Yes,No,No,No,No,No
7851-FLGGQ,True,Male,False,False,False,1,Month-to-month,True,Mailed check,44.65,44.65,False,No phone service,DSL,No,Yes,No,Yes,No,Yes
7851-WZEKY,True,Female,False,False,False,2,Month-to-month,True,Electronic check,95.15,196.9,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
7852-LECYP,False,Male,True,True,False,13,Month-to-month,False,Credit card (automatic),93.8,1261.0,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
7853-GVUDZ,True,Female,False,True,True,1,Month-to-month,True,Credit card (automatic),20.15,20.15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7853-OETYL,False,Female,False,True,False,4,Month-to-month,True,Electronic check,29.05,129.6,False,No phone service,DSL,Yes,No,No,No,No,No
7853-WNZSY,False,Male,False,False,False,1,Month-to-month,True,Credit card (automatic),19.75,19.75,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7854-EDSSA,True,Male,False,False,False,22,Month-to-month,False,Electronic check,59.0,1254.7,True,Yes,DSL,Yes,Yes,No,No,No,No
7854-EKTJL,True,Female,False,False,True,2,Month-to-month,True,Electronic check,19.6,35.85,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7854-FOKSF,True,Male,False,False,False,1,Month-to-month,False,Electronic check,35.9,35.9,False,No phone service,DSL,No,No,No,No,No,Yes
7855-DIWPO,False,Female,False,False,False,21,Month-to-month,True,Electronic check,68.65,1493.2,True,No,Fiber optic,No,No,No,No,No,No
7856-GANIL,False,Male,True,True,False,45,One year,True,Bank transfer (automatic),98.7,4525.8,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
7858-GTZSP,False,Female,False,False,False,12,Month-to-month,True,Electronic check,86.55,1066.9,True,Yes,Fiber optic,No,No,No,No,No,Yes
7860-KSUGX,False,Male,False,True,True,72,Two year,False,Credit card (automatic),64.45,4720.0,True,Yes,DSL,Yes,Yes,Yes,No,No,No
7860-UXCRM,False,Male,False,True,True,63,Two year,False,Credit card (automatic),74.5,4674.55,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No
7861-UVUFT,True,Female,False,True,False,15,Month-to-month,True,Electronic check,84.3,1308.4,True,No,Fiber optic,No,No,Yes,No,Yes,No
7868-BGSZA,False,Male,False,True,False,43,One year,True,Electronic check,80.2,3581.6,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes
7868-TMWMZ,False,Female,True,True,False,60,Two year,True,Bank transfer (automatic),110.0,6668.35,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7869-ZYDST,False,Male,False,True,False,31,Month-to-month,True,Credit card (automatic),59.05,1882.8,True,Yes,DSL,No,No,No,No,Yes,No
7872-BAAZR,False,Female,False,True,True,53,One year,False,Bank transfer (automatic),19.55,1007.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7872-RDDLZ,False,Female,True,False,False,67,Month-to-month,False,Electronic check,54.9,3725.5,True,Yes,DSL,No,Yes,No,No,No,No
7873-CVMAW,False,Male,False,False,False,72,Two year,False,Credit card (automatic),88.55,6362.35,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7874-ECPQJ,False,Female,False,False,True,4,Month-to-month,True,Bank transfer (automatic),20.05,85.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7876-AEHIG,False,Female,False,False,True,51,One year,False,Bank transfer (automatic),60.15,3077.0,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
7876-BEUTG,False,Female,False,False,False,15,Month-to-month,True,Mailed check,48.8,720.1,True,Yes,DSL,No,No,No,No,No,No
7876-DNYAP,False,Female,False,True,True,69,Two year,False,Credit card (automatic),19.8,1436.95,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7878-JGDKK,False,Male,False,False,False,4,Month-to-month,False,Mailed check,44.55,220.75,True,No,DSL,No,No,No,No,No,No
7878-RTCZG,False,Female,False,False,False,1,Month-to-month,False,Mailed check,19.9,19.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7879-CGSFV,False,Male,False,False,False,55,One year,True,Mailed check,100.9,5552.05,True,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
7880-XSOJX,False,Male,False,False,False,4,Month-to-month,False,Mailed check,42.4,146.4,False,No phone service,DSL,Yes,Yes,No,Yes,No,No
7881-EVUAD,True,Female,False,False,False,2,Month-to-month,True,Electronic check,42.6,72.4,False,No phone service,DSL,Yes,Yes,No,No,No,Yes
7881-INRLC,True,Male,False,False,False,45,Month-to-month,True,Credit card (automatic),100.85,4740.0,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7883-ROJOC,False,Female,False,True,False,19,Month-to-month,False,Mailed check,44.9,839.65,True,No,DSL,No,No,No,No,No,No
7890-VYYWG,True,Male,True,True,False,3,Month-to-month,True,Mailed check,36.45,93.7,False,No phone service,DSL,No,No,No,No,Yes,No
7892-POOKP,True,Female,False,True,False,28,Month-to-month,True,Electronic check,104.8,3046.05,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7892-QVYKW,False,Female,False,True,True,23,Month-to-month,False,Electronic check,85.6,1868.4,True,Yes,Fiber optic,No,No,No,No,No,Yes
7893-IXHRQ,True,Male,False,False,False,1,Month-to-month,False,Electronic check,20.55,20.55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
